slug,nome,city_name,indirizzo,lat,lng,website,email,phone,id
"hotel-ristorante-monastero-valledacqua-di-acquas-acquasanta-terme","Hotel Ristorante Monastero Valledacqua di Acquasante Terme","Acquasanta Terme","Località Valledacqua, 18, 63095 Acquasanta Terme AP","42.772794","13.434753","https://www.hotel-monastero-valledacqua.it/","","0736 801078","5cc00213-dddf-4925-9b76-3e2b801bb58e"
"la-fattoria-dei-sibillini-acquasanta-terme","La Fattoria dei Sibillini","Acquasanta Terme","Colleregnone, 6, 63088 Montemonaco AP","42.914825","13.318586","https://www.fattoriadeisibillini.com/","","379 204 1497","45b93b76-3571-43e6-9905-4e0b7706bd4c"
"nella-torre-bed-breakfast-acquasanta-terme","Nella Torre Bed & Breakfast","Acquasanta Terme","Via Delle Donne, 10, 63100 Ascoli Piceno AP","42.85748","13.573189","","","338 163 4009","dbe322c1-4928-477a-84df-b526ee0e98f8"
"palazzo-dei-mercanti-dimora-storica-acquasanta-terme","Palazzo dei Mercanti - Dimora Storica","Acquasanta Terme","Corso Trento e Trieste, 35, 63100 Ascoli Piceno AP","42.855447","13.576191","http://www.palazzodeimercanti.it/","","0736 256044","db68cbb4-fed7-42b2-a5e7-7916ff4a94f1"
"residenza-dei-capitani-acquasanta-terme","Residenza dei Capitani","Acquasanta Terme","Piazza del Popolo ingresso, Via dei Tibaldeschi, 5, 63100 Ascoli Piceno AP","42.854103","13.575912","http://www.residenzadeicapitani.it/","","","509d5ae4-8144-4feb-98b0-0ba85f65322f"
"villa-giovannozzi-acquasanta-terme","Villa Giovannozzi","Acquasanta Terme","Strada per Rosara Frazione Monte di, 63100 Rosara AP","42.830448","13.539656","https://tripstay.eu/villa-giovannozzi-ascoli-piceno/","","076 324 62 37","31d2c198-ba6d-4930-a74c-9059660de2b1"
"agriturismo-canonici-acquasparta","Agriturismo Canonici","Acquasparta","Strada di canonici, Sambuceto, di, 05022 Amelia TR","42.601132","12.452645","https://agriturismo-canonici.com.es/","","339 814 3010","ba26c4ef-242a-4dff-b93f-02d6a073b920"
"agriturismo-la-casa-di-gelsomino-acquasparta","AGRITURISMO LA CASA DI GELSOMINO","Acquasparta","Località Cicognola, 417, 06056 Massa Martana PG","42.752373","12.50695","https://www.dormireinumbria.com/la-casa-di-gelsomino/","","335 648 9266","26b77e93-1bc5-4ee4-859b-2acacd68464e"
"agriturismo-piano-grande-acquasparta","Agriturismo Piano Grande","Acquasparta","Via S. Egidio, 44, 05020 Avigliano Umbro TR","42.656449","12.427773","http://agriturismopianogrande.com/","","335 700 1575","be2fd7b6-b2ff-45e6-b303-47f84be4c481"
"antico-portale-bed-breakfast-e-guest-house-acquasparta","Antico Portale Bed & Breakfast e Guest House","Acquasparta","Via Colonna, 13, 05021 Acquasparta TR","42.689898","12.546858","http://www.anticoportale.com/","","349 904 0560","d16baef3-e6f6-47fc-9e3c-71b0486c0ed7"
"b-b-il-pizzagiallo-acquasparta","B&B Il Pizzagiallo","Acquasparta","Località Rottomario, 49, 06056 Massa Martana PG","42.787189","12.527585","http://www.ilpizzagiallo.it/","","347 152 6493","b0a7c378-23f5-43c6-b98d-872110f7b309"
"bar-albergo-martini-acquasparta","Bar Albergo Martini","Acquasparta","Via Guglielmo Marconi, 26, 05021 Acquasparta TR","42.689671","12.546072","http://www.amamartini.it/","","0744 943696","047958b5-c7f7-4f90-bdb6-d0ff57066f45"
"bed-breakfast-le-cerque-acquasparta","Bed & Breakfast Le Cerque","Acquasparta","Viale Cerquestrette, 210/A, 06049 San Martino In Trignano PG","42.74693","12.655512","http://www.lecerque.it/","","380 413 6336","ae6d9c32-b0e5-48f9-b517-f187872741cd"
"borgo-delle-mole-acquasparta","Borgo delle Mole","Acquasparta","Via Acquasparta, 4, 06049 Spoleto PG","42.729748","12.664322","http://www.borgodellemole.com/","","0743 522349","b6b156f7-f153-4485-b1ba-f5c441208fb3"
"casale-del-monsignore-acquasparta","Casale del Monsignore","Acquasparta","Frazione Uncinano, 38, 06049 Spoleto PG","42.773658","12.662365","http://www.casaledelmonsignore.it/","","0743 268042","57e93bac-b661-4c0a-bc22-f9c490b880e6"
"hotel-due-stelle-acquasparta","Hotel DUE STELLE","Acquasparta","Via Don Vincenzo Cavalletti, 39, 05026 Farnetta TR","42.648366","12.449277","http://www.hotelduestelle.com/","","0744 933027","f0924f33-3d93-4c0f-8c56-d6d24e359d5a"
"il-pianaccio-acquasparta","Il Pianaccio","Acquasparta","Viale Cerquestrette, 164, 06049 San Martino In Trignano PG","42.748041","12.661416","http://www.ilpianaccio.com/","","0743 788040","caea9100-14b6-48e0-aeea-758c6a890e4b"
"la-casa-di-armando-acquasparta","La casa di Armando","Acquasparta","Località Pardo, 1C, 05029 San Gemini TR","42.609605","12.546267","","","","cb149847-f804-47dc-ace7-df4225fea7f0"
"la-casetta-di-lilly-acquasparta","La Casetta di Lilly","Acquasparta","Str, Strada di San Cristoforo, 3A, 05022 Amelia TR","42.601981","12.443597","http://la-casetta-di-lilly.com.es/2024","","333 956 2655","53109c9e-e284-4ee2-b20c-12924863d120"
"la-fortezza-alta-acquasparta","La Fortezza Alta","Acquasparta","Località Fortezza Alta, 05020 Avigliano Umbro TR","42.670667","12.433444","https://www.lafortezzaalta.it/","","349 558 3234","b3b89292-5727-498b-951d-5da58b4320eb"
"la-lanterna-struttura-extralberghiera-acquasparta","La Lanterna struttura extralberghiera","Acquasparta","Via Giacomo Matteotti, 86, 05020 Avigliano Umbro TR","42.654193","12.424881","","","333 772 2239","46f88f92-9e89-4c94-bf62-96a1bffb8cae"
"la-maison-bed-breakfast-acquasparta","La maison Bed & Breakfast","Acquasparta","Strada Regionale, 316, 06056 Massa Martana PG","42.730365","12.540177","http://la-maison.com.es/","","320 374 8696","25bafc85-54d6-4091-8fef-c2966f4750ff"
"la-perticara-agriturismo-acquasparta","La Perticara Agriturismo","Acquasparta","Via Campagna, 29, 05021 Acquasparta TR","42.651207","12.55419","http://www.laperticara.com/","","338 495 7012","0dfa472d-d2da-4c86-95a7-e74eccbb3188"
"relais-tenuta-amerina-acquasparta","Relais Tenuta Amerina","Acquasparta","Str. di Merlone, 05021 Acquasparta TR","42.699215","12.539142","","","324 771 7940","f29dcd28-6615-445a-ba02-27ce838ef597"
"tamerici-house-acquasparta","Tamerici House","Acquasparta","voc. Collicelli, 61/a Frazione Quadrelli, 05026 Montecastrilli TR","42.648399","12.507551","http://www.tamericihouse.it/","","392 814 2706","59769f64-de5e-4d8f-b7b4-e96e2fad9a89"
"torre-sangiovanni-albergo-ristorante-acquasparta","Torre Sangiovanni Albergo & Ristorante","Acquasparta","Vocabolo Castello, 26/G, 06059 Collevalenza PG","42.746008","12.485478","http://www.torre-sangiovanni.it/","","075 887364","34bb2657-61f2-4a79-9383-0c02be6ba44e"
"agriturismo-colle-bianco-acquaviva-collecroce","Agriturismo Colle Bianco","Acquaviva Collecroce","Contrada Colle Bianco, 2/A, 86030 Mafalda CB","41.950284","14.732888","http://www.agriturismocollebianco.it/","","338 638 5424","0b9d91e2-5571-4ada-8e6d-8628a5525103"
"agriturismo-la-quiete-acquaviva-collecroce","Agriturismo La Quiete","Acquaviva Collecroce","Contrada Pontone Macchiozzi, 1, 86039 Termoli CB","41.965003","14.841512","http://www.agriturismolaquiete.eu/","","338 130 0045","ece4af14-c3c6-4401-973c-eabc20f7c917"
"al-settimo-cielo-acquaviva-collecroce","Al Settimo Cielo","Acquaviva Collecroce","SP163, 86036 Montenero di Bisaccia CB","41.955833","14.75891","http://www.alsettimocielo.com/","","0875 967456","4cefb3b9-c542-4da5-81fc-eb584f54e7ef"
"albergo-diffuso-borgo-delle-fonti-acquaviva-collecroce","Albergo Diffuso ""Borgo delle Fonti""","Acquaviva Collecroce","Via Trento, 3, 86030 Acquaviva Collecroce CB","41.868182","14.746114","https://www.molisewow.com/borgodellefonti","","334 785 7284","c70e0f76-10dc-4eb8-a138-825fe50d6433"
"b-b-i-relais-acquaviva-collecroce","B&B I-relais","Acquaviva Collecroce","Contrada Serra, 1, 86033 Montefalcone nel Sannio CB","41.862549","14.665813","https://staylio.eu/i-relais-bb-montefalcone-del-sannio","","342 951 3529","993100f7-ea74-4b5c-ac5a-d4c435db8474"
"b-b-lume-acquaviva-collecroce","B&b Lume","Acquaviva Collecroce","SP78, 47, 86030 Castelmauro CB","41.859578","14.71997","https://www.trattorialafornacella.it/index.html","","388 477 3641","71ca07b4-bdb6-496b-9f04-fdc331974de3"
"b-b-pozzo-innamorato-acquaviva-collecroce","B&B Pozzo Innamorato","Acquaviva Collecroce","86036 Montenero di Bisaccia CB","41.959634","14.765766","https://pozzoinnamorato.online/","","339 223 0582","1e25ce46-e702-4b1b-8e31-8e8dadc12d9e"
"colle-degli-ulivi-acquaviva-collecroce","Colle degli Ulivi","Acquaviva Collecroce","Strada Comunale del Bagni, 86038 Petacciato CB","42.022177","14.864397","http://agricolledegliulivi.com/","","","165ac9d0-90a6-4ef9-93c6-22b036b1f1df"
"corte-reale-luxury-b-b-acquaviva-collecroce","Corte Reale Luxury B&B","Acquaviva Collecroce","Via Stingi, 41, 66050 San Salvo CH","42.039754","14.726852","https://www.cortereale.com/","","348 190 8557","abe14146-94f3-4db7-8878-9eb0b4a0c938"
"country-house-mafalda-acquaviva-collecroce","Country House Mafalda","Acquaviva Collecroce","Contrada Granciara, 86030 Mafalda CB","41.943629","14.73766","https://completedstay.com/country-house-mafalda/","","338 247 2098","690bc7b8-c1b7-4745-8f3a-314f741d63c5"
"hotel-di-nardo-acquaviva-collecroce","Hotel Di Nardo","Acquaviva Collecroce","Via Pier Paolo Pasolini, 7, 86038 Petacciato CB","42.006745","14.858409","http://www.hoteldinardo.com/","","0875 678720","999482cc-f761-47a7-a44e-9e3974b353d1"
"il-gallo-con-gli-stivali-acquaviva-collecroce","Il Gallo con gli Stivali","Acquaviva Collecroce","Via Sangro, 9, 86039 Termoli CB","41.989232","14.983033","http://www.ilgalloconglistivali.it/","","339 576 7480","3c0b996f-6720-4bfc-a566-2a6cb67ac012"
"masseria-grande-hotel-ristorante-acquaviva-collecroce","Masseria Grande Hotel - Ristorante","Acquaviva Collecroce","Contrada Pezze di Corundoli, 86032 Montecilfone CB","41.88507","14.848326","https://www.masseria-grande.it/","","351 381 8775","c6b21bde-1385-48f3-b31a-9a6ddbdb6af3"
"paraiso-acquaviva-collecroce","Paraiso","Acquaviva Collecroce","c.da granciara, 14, 86030 Mafalda CB","41.940984","14.734625","https://timothylovestotravel.com/paraiso-mafalda-italy","","348 380 6915","97f1e3e0-e223-4809-a843-95d1115d5995"
"parco-delle-stelle-acquaviva-collecroce","Parco delle Stelle","Acquaviva Collecroce","Via Fonticella, 86031 Castelmauro CB","41.839241","14.719468","http://www.parcodellestelle.net/","","0874 744622","daab8694-23ee-4227-b02c-6922dfa23301"
"park-hotel-campitelli-acquaviva-collecroce","PARK HOTEL CAMPITELLI","Acquaviva Collecroce","Via S. Benedetto, 1, 86035 Larino CB","41.811244","14.922255","https://www.parkhotelcampitelli.it/","","0874 823541","4bb62888-b4cf-45fc-a243-9ed77df337b7"
"residenza-b-b-vistamare-acquaviva-collecroce","Residenza B&B Vistamare","Acquaviva Collecroce","Piazza Belvedere, 24, 86038 Petacciato CB","42.016661","14.858134","http://bb-vistamare.it/","","351 312 3696","5f22cc51-4bf2-4f3c-8933-c94928dde436"
"residenza-skanderbeg-acquaviva-collecroce","Residenza Skanderbeg","Acquaviva Collecroce","Via Roma, 39, 86032 Montecilfone CB","41.902921","14.835281","https://residenza-skanderbeg.touritaliani.top/","","338 542 0284","2c1c955b-8153-4fb8-bd0a-bc1230de7503"
"solelago-acquaviva-collecroce","Solelago","Acquaviva Collecroce","Contrada Difesa delle Camerelle, 86030 Guardialfiera CB","41.824776","14.825082","https://www.solelago.eu/","","0874 840198","22bd8532-5bcc-4048-ade1-05d0904d60c8"
"villa-bianca-hotel-spa-acquaviva-collecroce","Villa Bianca Hotel & Spa","Acquaviva Collecroce","Via il Caravaggio, 14/D, 66050 San Salvo CH","42.041541","14.73212","https://www.villabiancahotelspa.it/","","0873 548615","f7e2cbc3-1b08-49da-9424-2d800b6ce3e9"
"alisma-hotel-acquaviva-d-isernia","Alisma Hotel","Acquaviva d'Isernia","Via della Pinetina, 67030 Alfedena AQ","41.731686","14.03427","http://www.alismahotel.it/","","0864 870047","6c19ef4f-0f47-4a63-87d7-e8b26b4e4419"
"b-b-domus-vela-acquaviva-d-isernia","B&B DOMUS VELA","Acquaviva d'Isernia","Piazza Umberto I, 86070 Fornelli IS","41.606615","14.14025","http://domusvela.it/","","348 792 6478","7f7bae83-3216-44ae-b232-f1dfec20da0a"
"b-b-giallo-siena-acquaviva-d-isernia","B&B Giallo Siena","Acquaviva d'Isernia","Via Casali, 86073 Colli a Volturno IS","41.609015","14.112496","https://localsmalltour.com/b-b-giallo-siena-rocchetta-a-volturno/","","338 626 0330","59c7efa2-1d71-4df6-ba62-73295564aa0c"
"b-b-gocciaverde-acquaviva-d-isernia","B&B Gocciaverde","Acquaviva d'Isernia","Via Olmo, 86070 Rocchetta Alta IS","41.62969","14.074369","http://www.bnbgocciaverde.it/","","371 173 0883","410c3e6c-6c34-4d01-b0b2-827c0aa977c2"
"b-b-il-borgo-acquaviva-d-isernia","B&B il Borgo","Acquaviva d'Isernia","Via Buonconsiglio, 30, 86070 Scapoli IS","41.616093","14.057847","http://www.bebilborgo.com/","","340 868 8146","37fc37d1-1a9d-401e-b0df-46684237560a"
"b-b-il-lavatoio-dimora-storica-acquaviva-d-isernia","b&b Il Lavatoio Dimora Storica","Acquaviva d'Isernia","Via Paradiso, 18, 67031 Castel di Sangro AQ","41.785999","14.109352","http://www.lavatoio.com/","","0864 847009","759a859e-7983-4193-bbc8-15082f077106"
"b-b-la-torre-dell-orologio-acquaviva-d-isernia","B&B La Torre dell'Orologio","Acquaviva d'Isernia","Via Castello, 12, 86080 Roccasicura IS","41.698316","14.231533","https://roomstay.eu/bnb-la-torre-dell-orologio-roccasicura","","338 398 3463","ca99ca75-5ccb-4e0d-90b2-0093e2665a8a"
"b-b-noce-spagnola-acquaviva-d-isernia","B&B Noce Spagnola","Acquaviva d'Isernia","Via Garibaldi, 9, 86070 Rocchetta a Volturno IS","41.619431","14.085322","http://www.nocespagnola.com/","","389 109 3933","3fa3eb1d-924f-4c2d-b892-5de046ac2563"
"b-b-tenuta-belvedere-acquaviva-d-isernia","B&B Tenuta Belvedere","Acquaviva d'Isernia","Via S. Rocco, 1, 86070 Fornelli IS","41.610672","14.139905","","","335 677 9083","69752bb5-a234-446f-9ef2-130b28fe4c20"
"b-b-villa-maria-paola-isernia-acquaviva-d-isernia","B&B Villa Maria Paola Isernia","Acquaviva d'Isernia","Contrada Pezzelle, Via Colle Roseto, 10, 86170 Isernia IS","41.611843","14.217222","","","340 734 4047","98d68c20-48be-4cc8-8b46-0a113ed57df4"
"bactaria-bed-and-breakfast-acquaviva-d-isernia","Bactaria - Bed and Breakfast","Acquaviva d'Isernia","Via Madonna delle Grotte, 86070 Rocchetta a Volturno IS","41.619719","14.082182","https://bactariabb.wordpress.com/","","320 943 9014","dc54a39a-829d-4ba9-bf39-da6df58c9367"
"borgo-donna-teresa-acquaviva-d-isernia","Borgo Donna Teresa","Acquaviva d'Isernia","Localita, Via S. Nicola, 86071 Castel San Vincenzo IS","41.655826","14.068002","https://www.borgodonnateresa.it/","","331 839 5720","d4807653-1ca0-401e-a694-5795ee4521b7"
"borgo-la-forgia-acquaviva-d-isernia","Borgo La Forgia","Acquaviva d'Isernia","Piazzetta Mario Funaro, 2, 86080 Roccasicura IS","41.698051","14.232631","http://www.borgolaforgia.it/","","375 145 0005","79a9daaa-4f49-4757-b68e-20920d457417"
"masseria-monte-pizzi-acquaviva-d-isernia","Masseria Monte Pizzi","Acquaviva d'Isernia","Via Vaglie, 40, 40, 86083 Carovilli IS","41.739222","14.269459","http://www.masseriamontepizzi.it/","","333 351 9849","8f754690-ca5f-45d8-a3bc-e50f61102cfd"
"palazzo-de-farrocco-acquaviva-d-isernia","Palazzo De' Farrocco","Acquaviva d'Isernia","Piazza S. Anna, 1, 86072 Cerro al Volturno IS","41.666931","14.115779","http://www.palazzodefarrocco.com/","","345 531 2246","48180a74-4cf4-492a-b8dd-a1633f4d14b9"
"residenza-marcelli-acquaviva-d-isernia","Residenza Marcelli","Acquaviva d'Isernia","Corso Marcelli, 300, 86170 Isernia IS","41.591218","14.227935","","","328 215 5049","fe6b2166-43e8-41ea-a9da-469dd3bb4983"
"sport-village-hotel-spa-acquaviva-d-isernia","Sport Village Hotel & Spa","Acquaviva d'Isernia","Piazza del Mezzogiorno, 6, 67031 Castel di Sangro AQ","41.773864","14.09704","https://www.sportvillagehotel.it/?utm_source=google_maps&utm_medium=organic&utm_campaign=mybusiness","","0864 847280","f2ae2bdf-4b57-49f6-b08d-8ab887169ec2"
"albertario-b-b-e-affittacamere-acquaviva-delle-fonti","Albertario | B&B e Affittacamere","Acquaviva delle Fonti","Piazza Don Albertario, 16, 70021 Acquaviva delle Fonti BA","40.898031","16.842793","http://www.albertariobb.it/","","338 236 6201","f89ea387-266f-475c-a6c0-cb48a0e98886"
"altrove-bed-breakfast-acquaviva-delle-fonti","Altrove Bed&Breakfast","Acquaviva delle Fonti","Vico II Piergentile, 16, 70021 Acquaviva delle Fonti BA","40.897252","16.840023","","","391 103 7423","76e2c8fa-e1d2-411d-952e-e59119a06826"
"aqua-letto-e-colazione-acquaviva-delle-fonti","Aqua - Letto e Colazione","Acquaviva delle Fonti","Via Giulio Cafaro 1, Estramurale S. Pietro, 83, 70021 Acquaviva delle Fonti BA","40.898522","16.844823","","","338 592 9788","8f6ee91f-d906-42af-bd25-2176b46399ac"
"b-b-bellini-appartamento-acquaviva-delle-fonti","B&B Bellini Appartamento","Acquaviva delle Fonti","Via Roberto Colaninno, 51, 70021 Acquaviva delle Fonti BA","40.900777","16.844175","https://smarthotelstay.com/b-n-b-bellini-appartamento-acquaviva-delle-fonti/","","347 480 9334","f179da94-e886-42d6-8d26-e75f43b895d3"
"b-b-dell-orologio-acquaviva-delle-fonti","B&B dell'Orologio","Acquaviva delle Fonti","Via Giovanni Squicciarini, 9, 70021 Acquaviva delle Fonti BA","40.897544","16.842451","https://timothylovestotravel.com/b-amp-b-dell-orologio-italy","","338 739 3680","7bb8efa4-3688-435a-9328-d25decd28ffb"
"b-b-la-stazione-acquaviva-delle-fonti","B&B La Stazione","Acquaviva delle Fonti","Via Giovanni XXIII, 61, 70021 Acquaviva delle Fonti BA","40.893508","16.840268","","","338 829 9008","b78840ac-4dbe-445e-bc2c-df1fe5c64aa5"
"b-b-piazza-kolbe-acquaviva-delle-fonti","B&B PIAZZA KOLBE","Acquaviva delle Fonti","Via Massimiliano Kolbe, 3, 70021 Acquaviva delle Fonti BA","40.89841","16.847375","https://www.bebpiazzakolbe.it/","","347 299 2220","34bdf72f-78ee-44ae-8393-0efd6281dd4f"
"b-b-terraeccellente-italia-acquaviva-delle-fonti","B&B Terraeccellente Italia","Acquaviva delle Fonti","Estramurale Giovanni Battista Molignani, 26, 70021 Acquaviva delle Fonti BA","40.897002","16.839701","http://terraeccellenteitaliabnb.it/","","080 864 9004","74cec85f-ef59-47e0-925d-08011bb1d999"
"boutique-hotel-casa-del-teatro-acquaviva-delle-fonti","Boutique Hotel Casa Del Teatro","Acquaviva delle Fonti","Via Mele, 5, 70021 Acquaviva delle Fonti BA","40.895838","16.843435","","","","47e6da61-0f7e-4d76-9a33-a00356120dee"
"garibaldi-house-b-b-luxury-acquaviva-delle-fonti","Garibaldi House - B&B Luxury","Acquaviva delle Fonti","Piazza Giuseppe Garibaldi, 18/primo piano, 70021 Acquaviva delle Fonti BA","40.89703","16.844997","https://www.allogi-puglia.it/aribaldi-house-bb-luxury/","","351 972 9620","110ffa5a-a162-432e-ad17-65e7259a0102"
